"Release_Number","Localized_Title_EN","System","Publisher","Country","Language","Genre","Release_Date","Dump_Group","Dump_Directory_Name","Dump_File_Name","Dump_Date","Internal_Title","Internal_Serial","Internal_Version","Complement_Check","CRC32","ROM_Size","Save_Type","Comments","Release_Notes"
"2474","Dr. Sudoku","GameBoy Advance","Mastiff","Europe","English","Puzzle","","Rising Sun","Dr_Sodoku_EUR_GBA-RS","rs-dsod.zip","2006-08-29","DR. SUDOKU","AGB-BUOP-EUR","1.0","C1h","E9848D13h","32 Mbit","EEPROM_V124 (64Kbit)","",""
"2475","The Ant Bully","GameBoy Advance","Midway","Europe","Multi 5","Platform","2006-08-29","WRG","The_Ant_Bully_EUR_Multi5-WRG","wrg-tabe.zip","2006-08-29","THEANTBULLY","AGB-BUYP-EUR","1.0","4Ch","52DC386Bh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2476","2 in 1 - Yu-Gi-Oh! - Destiny Board Traveler & Yu-Gi-Oh! - Dungeon Dice Monsters","GameBoy Advance","Konami","Europe","Multi 5","Other","","Rising Sun","YuGiOh_Double_Pack_2_USA_GBA-RS","rs-yd2u.zip","2006-08-31","YUGIOHDPACK2","AGB-BYVE-USA","1.0","3Ch","2CB399D0h","128 Mbit","SRAM_V103 (256Kbit)","",""
"2477","Cars","GameBoy Advance","THQ","Italy","Italian","Racing","","Independent","Cars_ITA_GBA-iND","ind-cari.zip","2006-09-06","DIS PIX CARS","AGB-BCAI-ITA","1.0","99h","23CB1A36h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2478","Sword of Mana","GameBoy Advance","Nintendo","Europe","English","RPG","","Independent","Sword_of_Mana_EUR_GBA-iND","ind-somp.zip","2006-09-06","SWORD OF MAN","AGB-AVSP-EUR","1.0","76h","88E64A8Ah","128 Mbit","FLASH512_V131 (512Kbit)","",""
"2479","LEGO Star Wars II - The Original Trilogy","GameBoy Advance","Lucas Arts","USA","English","Action","","Rising Sun","Lego_Star_Wars_2_USA_GBA_RS","rs-lsw2.zip","2006-09-09","LSW2GBA","AGB-BL7E-USA","1.0","EBh","DA1E9444h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2480","2 in 1 - Disney Principesse & Il Re Leone","GameBoy Advance","THQ","Italy","Multi 8","Other","","Independent","2_Games_in_1_-_The_Princess_and_the_Lion_Multi8_ITA_GBA-iND","ind-plio.zip","2006-09-09","LK_AND_DPIT","AGB-BLPI-ITA","1.0","62h","A4ACBA4Ah","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2481","Little Einsteins","GameBoy Advance","Buena Vista","USA","English","Action","","Rising Sun","Little_Einstein_USA_GBA-RS","rs-lein.zip","2006-09-14","LEINSTEINS","AGB-BEIE-USA","1.0","B9h","C8340B37h","64 Mbit","No Save","",""
"2482","The Cheetah Girls","GameBoy Advance","Buena Vista","USA","English","Action","","Rising Sun","The_Cheetah_Girls_USA_GBA-RS","rs-chgi.zip","2006-09-14","CHEETAHGIRLS","AGB-BCQE-USA","1.0","3Eh","E2EFC2AAh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2483","LEGO Star Wars II - The Original Trilogy","GameBoy Advance","Lucas Arts","Europe","Multi 6","Action","","Rising Sun","Lego_Star_Wars_2_Multi6_EUR_GBA-RS","rs-lego.zip","2006-09-14","LSW2GBA","AGB-BL7P-EUR","1.0","E0h","BBA91C3Bh","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2484","Open Season","GameBoy Advance","Ubi Soft","USA","Multi 3","Action","","Rising Sun","Open_Season_USA_GBA-RS","rs-osu.zip","2006-09-16","OPEN SEASON","AGB-BOAE-USA","1.0","BAh","E6A1D5B2h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2485","Pokemon Mystery Dungeon - Red Rescue Team","GameBoy Advance","Nintendo","USA","English","RPG","","RDG","Pokemon_Mystery_Dungeon_Red_Rescue_Team_REPACK_USA_GBA-RDG","rdg-pmdp.zip","2006-09-19","POKE DUNGEON","AGB-B24E-USA","1.0","A4h","DD0AC86Ch","256 Mbit","FLASH1M_V102 (1024Kbit)","",""
"2486","Barnyard","GameBoy Advance","THQ","Europe","Multi 6","Adventure","","Rising Sun","The_Barnyard_Multi6_EUR_GBA-RS","rs-bae.zip","2006-09-20","BARNYARD","AGB-BBYX-EUU","1.0","5Ah","F2B06467h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2487","My Little Pony Crystal Princess - The Runaway Rainbow","GameBoy Advance","THQ","USA","English","Adventure","","Rising Sun","My_Little_Pony_Crystal_Princess_The_Runaway_Rainbow_USA_GBA-RS","rs-mlpc.zip","2006-09-20","MYLITTLEPONY","AGB-BL6E-USA","1.0","1Fh","90DBD5EBh","32 Mbit","No Save","",""
"2488","Danny Phantom - Urban Jungle","GameBoy Advance","THQ","USA","English","Action","","Rising Sun","Danny_Phantom_Urban_Jungle_USA_GBA-RS","rs-dpug.zip","2006-09-20","DANNYPHANTOM","AGB-BQYE-USA","1.0","20h","C22E7A2Fh","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2489","Capcom Classics - Mini Mix","GameBoy Advance","Capcom","USA","English","Other","","Rising Sun","Capcom_Classics_Mini_Mix_USA_GBA-RS","rs-ccmm.zip","2006-09-21","CAPCOMINIMIX","AGB-BC6E-USA","1.0","68h","0BB2D391h","32 Mbit","No Save","",""
"2490","Phil of the Future","GameBoy Advance","Buena Vista","USA","English","Adventure","","Rising Sun","Phil_of_the_Future_USA_GBA-RS","rs-potf.zip","2006-09-21","PHILOFUTURE","AGB-BFXE-USA","1.0","50h","E199E132h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2491","Dogz - Fashion","GameBoy Advance","Ubi Soft","USA","English","Other","","Rising Sun","Dogz_Fashion_USA_GBA-RS","rs-dgzf.zip","2006-09-25","DOGZ FASHION","AGB-BFEE-USA","1.0","7Eh","63BD3463h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2492","FIFA Soccer 07","GameBoy Advance","Electronic Arts","USA","Multi 4","Sports","","Rising Sun","Fifa_2007_USA_GBA-RS","rs-ff07.zip","2006-09-28","FIFA 07","AGB-BF7E-USA","1.0","41h","D8C7553Bh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2493","Catz","GameBoy Advance","Ubi Soft","Europe","Multi 4","Other","","Rising Sun","Catz_Multi4_EUR_GBA-RS","rs-cate.zip","2006-09-28","CATZ","AGB-AN3X-EUU","1.0","A0h","C3AA382Dh","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2494","Alex Rider - Stormbreaker","GameBoy Advance","THQ","USA","English","Action","","Rising Sun","Alex_Rider_Stormbreaker_USA_GBA-RS","rs-alexr.zip","2006-10-01","ALEX RIDER","AGB-BAWE-USA","1.0","03h","CCA55DFDh","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2495","Backyard Sports Basketball 2007","GameBoy Advance","Atari","USA","English","Sports","","Rising Sun","Backyard_Sports_Basketball_2007_USA_GBA-RS","rs-bsb07.zip","2006-10-01","BBASKET2007","AGB-BB7E-USA","1.0","25h","28724CA5h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2496","Backyard Sports Football 2007","GameBoy Advance","Atari","USA","English","Sports","","Rising Sun","Backyard_Sports_Football_2007_USA_GBA-RS","rs-bsf07.zip","2006-10-04","BYF 2007","AGB-BF7E-USA","1.0","1Ch","E9FDC229h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2497","Strawberry Shortcake - Sweet Dreams","GameBoy Advance","Majesco","USA","English","Action","","Rising Sun","Strawberry_Shortcake_Sweet_Dreams_USA_GBA-RS","rs-short.zip","2006-10-04","SWEET DREAMS","AGB-B4TE-USA","1.0","62h","53384966h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2498","Unfabulous","GameBoy Advance","THQ","USA","English","Action","","Rising Sun","Unfabulous_USA_GBA-RS","rs-unfab.zip","2006-10-04","UNFABULOUS","AGB-BU4E-USA","1.0","CEh","2547F3A1h","32 Mbit","No Save","",""
"2499","American Dragon - Jake Long","GameBoy Advance","Buena Vista","USA","Multi 5","Fighting","","Rising Sun","American_Dragon_JakeLong_USA_GBA-RS","rs-adjl.zip","2006-10-05","AM DRAGON","AGB-BAPE-USA","1.0","4Bh","698377D2h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2500","Bibi und Tina - Ferien auf dem Martinshof","GameBoy Advance","Kiddinx Entertainment","Germany","German","Adventure","","Rising Sun","Bibi_Und_Tina_Ferien_Auf_Dem_Martinshof_GER_GBA-RS","rs-biti.zip","2006-10-05","BIBITINA01","AGB-BUXD-NOE","1.0","F9h","95A19C3Ch","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2501","The Little Mermaid - Magic in Two Kingdoms","GameBoy Advance","Disney","USA","Multi 5","Adventure","","Rising Sun","Ariel_The_Little_Mermaid_USA_GBA-RS","rs-ariel.zip","2006-10-07","LITLEMERMAID","AGB-BN9E-USA","1.0","45h","02E35663h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2502","Final Fantasy V Advance","GameBoy Advance","Square Enix","Japan","Japanese","RPG","2006-10-12","WRG","Final_Fantasy_V_JPN_GBA-WRG","wrg-ffv.zip","2006-10-08","FF5ADVANCE","AGB-BZ5J-JPN","1.0","F8h","4C46C04Ah","128 Mbit","SRAM_V113 (256Kbit)","",""
"2503","2 in 1 - Frere des Ours & Disney Princesse","GameBoy Advance","THQ","France","Multi 8","Other","","Independent","2_Games_in_1_-_Disney_Princesse_And_Frere_des_Ours_FRA_GBA-iND","ind-2fre.zip","2006-10-11","BB_&_DP_FRE_","AGB-BWBF-FRA","1.0","2Ah","22C54AE1h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2504","Bratz - Rock Angelz","GameBoy Advance","THQ","France","French","Other","","Independent","Bratz_-_Rock_Angelz_FRA_GBA-iND","ind-braf.zip","2006-10-11","BRATZ ROCK A","AGB-BRRF-FRA","1.0","83h","8FC8D6D2h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2505","Dog Trainer 2","GameBoy Advance","Datel","Europe","English","Other","","Independent","Dog_Trainer_2_EUR_GBA-iND","ind-dte2.zip","2006-10-11","","","1.0","F0h","B2100FEDh","8 Mbit","No Save","","Runs in GBA mode on the NDS and is therefore being listed as a GBA release."
"2506","Horse and Pony - My Stud Farm","GameBoy Advance","DTP Entertainment","Europe","Multi 2","Simulation","","Rising Sun","Horse_And_Pony_My_Stud_Farm_Multi2_EUR_GBA-RS","rs-hmsf.zip","2006-10-11","MEIN GESTUET","AGB-BHUP-EUR","1.0","20h","2819BDF5h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2507","Battle B-Daman - Fire Spirits","GameBoy Advance","Atlus","USA","English","Action","","Rising Sun","Battle_BDaman_Fire_Spirits_USA_GBA-RS","rs-bbfsu.zip","2006-10-11","BB-DAMA2FIRE","AGB-BBME-USA","1.0","98h","5789F441h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2508","Scooby-Doo - The Motion Picture","GameBoy Advance","THQ","Spain","Spanish","Action","","Independent","Scooby_-_Doo_SPA_GBA-iND","ind-scsp.zip","2006-10-12","SCOOBYMOVIEE","AGB-AP8S-ESP","1.0","32h","E5261946h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"2509","Disney Princess Royal Adventure","GameBoy Advance","Buena Vista","USA","English","Platform","","Rising Sun","Disney_Princess_Royal_Adventure_USA_GBA-RS","rs-dpra.zip","2006-10-13","PRINCESSTOWN","AGB-BQNE-USA","1.0","F7h","C6AD2251h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2510","Naruto Ninja Council 2","GameBoy Advance","Tomy","USA","English","Fighting","","Rising Sun","Naruto_Ninja_Council_2_USA_GBA-RS","rs-nnc2.zip","2006-10-15","NARUTO US2","AGB-BN2E-USA","1.0","F2h","94699FCAh","64 Mbit","SRAM_V113 (256Kbit)","",""
"2511","Over the Hedge - Hammy Goes Nuts","GameBoy Advance","Activision","USA","English","Platform","","Rising Sun","Over_the_Hedge_Hammy_Goes_Nuts_USA_GBA-RS","rs-hgnu.zip","2006-10-15","HAMMYGOSNUTS","AGB-BH7E-USA","1.0","35h","B9D4E9E7h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2512","Family Feud","GameBoy Advance","Global Star Software","USA","English","Other","","Rising Sun","Family_Feud_USA_GBA-RS","rs-ffeud.zip","2006-10-15","FAMILY FEUD","AGB-B2FE-USA","1.0","E3h","EC36A3DFh","32 Mbit","No Save","",""
"2513","Avatar - The Last Airbender","GameBoy Advance","THQ","USA","English","Action","","Rising Sun","Avatar_The_Last_Airbender_USA_GBA-RS","rs-avtla.zip","2006-10-15","AVATAR","AGB-BQZE-USA","1.0","F1h","946787C0h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2514","2 in 1 - Uno & Skip-Bo","GameBoy Advance","DSI Games","USA","English","Other","","Sir VG","2_in_1_-_Uno_and_Skin_Bo_USA_GBA-SirVG","svg-usbo.zip","2006-10-15","UNOUNOSKIPBO","AGB-BUQE-USA","1.0","16h","0E2AF604h","32 Mbit","No Save","",""
"2515","Rock 'Em Sock 'Em Robots","GameBoy Advance","DSI Games","USA","English","Fighting","","Sir VG","Rock_em_Sock_em_Robots_USA_GBA-SirVG","svg-rese.zip","2006-10-15","ROCKEMSOCKEM","AGB-BR7E-USA","1.0","5Ch","C8896C62h","32 Mbit","No Save","",""
"2516","The Santa Clause 3 - The Escape Clause","GameBoy Advance","Buena Vista","USA","English","Platform","","Sir VG","The_Santa_Clause_3_-_The_Escape_Clause_USA_GBA-SirVG","svg-tsc3.zip","2006-10-15","SANTACLAUSE3","AGB-B33E-USA","1.0","78h","206933F5h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2517","Monster Trucks Mayhem","GameBoy Advance","DSI Games","USA","English","Racing","","Sir VG","Monster_Trucks_Mayhem_USA_GBA-SirVG","svg-mtmh.zip","2006-10-15","MONSTERTRUCK","AGB-BYME-USA","1.0","11h","F47C5CF9h","32 Mbit","No Save","",""
"2518","Harlem Globetrotters - World Tour","GameBoy Advance","DSI Games","USA","English","Sports","","Sir VG","Harlem_Globetrotters_-_World_Tour_USA_GBA-SirVG","svg-hgwt.zip","2006-10-15","HARLEMTROTER","AGB-BHNE-USA","1.0","39h","737C286Fh","32 Mbit","No Save","",""
"2519","3 in 1 - Ker Plunk! & Toss Across & Tip It","GameBoy Advance","DSI Games","USA","English","Other","","Sir VG","Ker_Plunk_Toss_Across_Tip_It_USA_GBA-SirVG","svg-kplk.zip","2006-10-15","KERPLUNKTATI","AGB-BXCE-USA","1.0","2Fh","8B523FF7h","32 Mbit","No Save","",""
"2520","ATV - Thunder Ridge Riders","GameBoy Advance","DSI Games","USA","English","Simulation","","Sir VG","ATV_Thunder_Ridge_Riders_USA_GBA-SirVG","svg-attr.zip","2006-10-15","ATV THUNDER","AGB-B3BE-USA","1.0","CEh","A894483Eh","64 Mbit","No Save","",""
"2521","Barbie - 12 Dancing Princesses","GameBoy Advance","DSI Games","USA","English","Platform","","Sir VG","Barbie_In_The_12_Dancing_Princesses_PROPER_USA_GBA-SirVG","svg-bb3e.zip","2006-10-17","BARBIE12PRCS","AGB-BB3E-USA","1.0","AEh","9C0ABDDBh","32 Mbit","No Save","","Proper'd. Replaces under-dump CRC 7C3FEA1Bh"
"2522","2 in 1 - Matchbox Missions","GameBoy Advance","DSI Games","USA","English","Other","","Sir VG","2_in_1_-_Matchbox_Missions_USA_GBA-SirVG","svg-mbm2.zip","2006-10-15","MATCHBOXMISS","AGB-BB4E-USA","1.0","60h","4080AAC1h","32 Mbit","No Save","",""
"2523","Princess Natasha - Student Secret Agent","GameBoy Advance","DSI Games","USA","English","Action","","Sir VG","Princess_Natasha_USA_GBA-SirVG","svg-pnat.zip","2006-10-15","PNATASHASSAP","AGB-BNPE-USA","1.0","43h","B07CB7BAh","32 Mbit","No Save","",""
"2524","Bratz - Forever Diamondz","GameBoy Advance","THQ","USA","English","Adventure","","Sir VG","Bratz_Forever_Diamondz_USA_GBA-SirVG","svg-bxfe.zip","2006-10-17","BRATZDIAMOND","AGB-BXFE-USA","1.0","3Eh","9E389908h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2525","Dora the Explorer - Dora's World Adventure","GameBoy Advance","Global Star Software","USA","English","Adventure","","Sir VG","Doras_World_Adventure_USA_GBA-SirVG","svg-bxpe.zip","2006-10-17","DORA WORLD A","AGB-BXPE-USA","1.0","8Ah","7B311C5Ch","32 Mbit","No Save","",""
"2526","Teenage Mutant Ninja Turtles - Double Pack","GameBoy Advance","Konami","USA","Multi 5","Other","","Sir VG","Teenage_Mutant_Ninja_Turtles_Double_Pack_USA_GBA-SirVG","svg-bt8e.zip","2006-10-17","TMNT GBA 1+2","AGB-BT8E-USA","1.0","EEh","176A42E5h","128 Mbit","EEPROM_V124 (64Kbit)","",""
"2527","Justice League Heroes - The Flash","GameBoy Advance","Warner Bros.","USA","English","Fighting","","Rising Sun","Justice_League_Heroes_The_Flash_USA_GBA-RS","rs-jlhf.zip","2006-10-18","JLH: FLASH","AGB-BJHE-USA","1.0","E9h","87A4D12Ch","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2528","Noddy - A day in Toyland","GameBoy Advance","Game Factory","USA","Multi 3","Platform","","Rising Sun","Noddy_A_day_in_Toyland_USA_GBA-RS","rs-ndit.zip","2006-10-18","NODDYTOYLAND","AGB-BNKE-USA","1.0","F8h","F906C5B6h","32 Mbit","No Save","",""
"2529","The Barbie Diaries - High School Mystery","GameBoy Advance","Activision","USA","English","Adventure","","Rising Sun","The_Barbie_Diaries_High_School_Mystery_USA_GBA-RS","rs-bhsm.zip","2006-10-18","BARBIE DM","AGB-BBIE-USA","1.0","82h","5C704CBEh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2530","The Legend of Spyro - A New Beginning","GameBoy Advance","Sierra Entertainment","USA","English","Platform","","Rising Sun","The_Legend_of_Spyro_A_New_Beginning_USA_GBA-RS","rs-sanb.zip","2006-10-18","TLOS:ANB","AGB-B3YE-USA","1.0","76h","1B81CC00h","128 Mbit","EEPROM_V124 (64Kbit)","",""
"2531","Summon Night - Swordcraft Story 2","GameBoy Advance","Atlus","USA","English","RPG","","Independent","Summon_Night_Swordcraft_Story_2_USA_GBA-iND","ind-scs2.zip","2006-10-19","SWORDCRAFT2","AGB-BSKE-USA","1.0","74h","1EAC1F48h","128 Mbit","EEPROM_V124 (64Kbit)","",""
"2532","2 in 1 - Shark Tale & Shrek 2","GameBoy Advance","Activision","USA","English","Other","","Sir VG","2_In_1_Shark_Tale_And_Shrek_2_USA_GBA-SirVG","svg-bs7e.zip","2006-10-19","SHREK SHARK","AGB-BS7E-USA","1.0","C3h","5CB036C7h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2533","SpongeBob Squarepants - Creature from the Krusty Krab","GameBoy Advance","THQ","USA","English","Platform","2006-10-17","Sir VG","SpongeBob_Squarepants_Creature_From_The_Krusty_Krab_USA_GBA-SirVG","svg-bq4e.zip","2006-10-19","SPONGEBOBCKK","AGB-BQ4E-USA","1.0","5Eh","51CE91D6h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2534","La Gang del Bosco","GameBoy Advance","Activision","Italy","Italian","Platform","","Independent","Over_The_Hedge_ITA_GBA-iND","ind-gdbo.zip","2006-10-22","OVERTHEHEDGE","AGB-BH5I-ITA","1.0","68h","52A5B59Dh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2535","The Mummy","GameBoy Advance","Ubi Soft","USA","Multi 5","Action","","Independent","The_Mummy_Multi5_USA_GBA-iND","ind-musa.zip","2006-10-23","THE MUMMY","AGB-AUME-USA","1.0","4Eh","55BF350Bh","32 Mbit","No Save","",""
"2536","3 in 1 - Mousetrap & Simon & Operation","GameBoy Advance","Destination Software","USA","English","Other","","Independent","3_in_1_-_Mousetrap_Simon_Operation_USA_GBA-iND","ind-oper.zip","2006-10-23","MOUSE TRAP","AGB-B3OE-USA","1.0","06h","20287753h","32 Mbit","No Save","",""
"2537","2 in 1 - Hot Wheels Stunt Track Challenge & Hot Wheels World Race","GameBoy Advance","DSI Games","USA","English","Other","","Sir VG","2_In_1_Hot_Wheels_Stunt_Track_Challenge_And_Hot_Wheels_World_Race_USA_GBA-SirVG","svg-bqje.zip","2006-10-22","HOTSTCHOTWR","AGB-BQJE-USA","1.0","64h","20929EC1h","128 Mbit","No Save","",""
"2538","Flushed Away","GameBoy Advance","D3 Publisher","USA","English","Platform","","Rising Sun","Flushed_Away_USA_GBA-RS","rs-faus.zip","2006-10-23","FLUSHED AWAY","AGB-BLHE-USA","1.0","59h","0ED5DF4Bh","64 Mbit","No Save","",""
"2539","Dogs & Cats - Best Friends","GameBoy Advance","DTP Entertainment","Europe","Multi 2","Other","","Rising Sun","Dogs_And_Cats_Best_Friends_Multi2_EUR_GBA-RS","rs-dcbf.zip","2006-10-24","BESTFRIENDS","AGB-BHBP-EUR","1.0","64h","F71761BAh","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2540","Over the Hedge - Hammy Goes Nuts","GameBoy Advance","Activision","Europe","Multi 6","Action","","Rising Sun","Over_The_Hedge_Hammy_Goes_Nuts_Multi6_EUR_GBA-RS","rs-othx.zip","2006-10-24","HAMMYGOSNUTS","AGB-BH7P-EUR","1.0","2Ah","8F1B100Dh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2541","GT Racers","GameBoy Advance","Liquid Games","Europe","Multi 5","Racing","","Independent","GT_Racers_EUR_Multi5_GBA-iND","ind-gtra.zip","2006-10-24","GTRACERS","AGB-BJAP-EUR","1.0","44h","362D9F86h","64 Mbit","No Save","",""
"2542","Snood 2 - Snoods On Vacation","GameBoy Advance","DSI Games","USA","English","Puzzle","","Sir VG","Snood_2_On_Vacation_USA_GBA-SirVG","svg-b2ve.zip","2006-10-26","SNOOD2ONVAC","AGB-B2VE-USA","1.0","B4h","D8E05727h","32 Mbit","No Save","",""
"2543","Uno 52","GameBoy Advance","DSI Games","USA","English","Other","","Sir VG","Uno_52_USA_GBA-SirVG","svg-bu5e.zip","2006-10-26","UNO 52","AGB-BU5E-USA","1.0","65h","C659C6DBh","32 Mbit","No Save","",""
"2544","Scurge Hive","GameBoy Advance","Orbital Media","Europe","Multi 5","Action","","Rising Sun","Scurge_Hive_Multi5_EUR_GBA-RS","rs-sheu.zip","2006-10-26","SCURGEHIVE","AGB-BHVP-EUR","1.0","A4h","2C119783h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2545","The Legend Of Spyro - A New Beginning","GameBoy Advance","Sierra","Europe","Multi 6","Platform","","Rising Sun","The_Legend_Of_Spyro_A_New_Beginning_Multi6_EUR_GBA-RS","rs-speu.zip","2006-10-26","TLOS:ANB","AGB-B3YP-EUR","1.0","6Bh","63DF4D36h","128 Mbit","EEPROM_V124 (64Kbit)","",""
"2546","Bratz - Forever Diamondz","GameBoy Advance","THQ","Germany","German","Action","","Rising Sun","Bratz_Forever_Diamondz_GERMAN_GBA-RS","rs-breu.zip","2006-10-26","BRATZDIAMOND","AGB-BXFD-NOE","1.0","3Fh","F39CADEBh","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2547","Teen Titans 2 - The Brotherhood's Revenge","GameBoy Advance","Majesco Sales","USA","Multi 2","Action","","Rising Sun","Teen_Titans_2_USA_GBA-RS","rs-teen2.zip","2006-10-27","TEEN TITAN 2","AGB-BZUE-USA","1.0","81h","CCACD823h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2548","Foster's Home for Imaginary Friends","GameBoy Advance","Crave Entertainment","USA","English","Action","","Rising Sun","Fosters_Home_for_Imaginary_Friends_USA_GBA-RS","rs-fhfi.zip","2006-10-28","FOSTERS HOME","AGB-BFYE-USA","1.0","2Eh","D7C80592h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2549","Nicktoons - Battle for Volcano Island","GameBoy Advance","THQ","USA","English","Platform","","Rising Sun","Nicktoons_Battle_for_Volcano_Island_USA_GBA-RS","rs-bfvi.zip","2006-10-28","NICKTOONSBVI","AGB-BNVE-USA","1.0","1Eh","FEAFBD72h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2550","The Suite Life of Zack & Cody - Tipton Caper","GameBoy Advance","Buena Vista","USA","Multi 2","Action","","Rising Sun","The_Suite_Life_of_Zack_and_Cody_Tipton_Caper_USA_GBA-RS","rs-slzc.zip","2006-10-28","ZACKANDCODY","AGB-BZCE-USA","1.0","7Dh","1D33DD2Ch","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2551","Camp Lazlo Leaky Lake Games","GameBoy Advance","Crave Entertainment","USA","English","Action","","Rising Sun","Camp_Lazlo_Leaky_Lake_Games_USA_GBA-RS","rs-lazlo.zip","2006-10-30","CAMP LAZLO","AGB-BLCE-USA","1.0","EAh","40C2894Eh","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2552","2 in 1 - Spider-Man & Spider-Man 2","GameBoy Advance","Activision","USA","Multi 4","Action","","Sir VG","2-in-1_Spiderman_AND_Spiderman_2_USA_GBA-SirVG","svg-bx3e.zip","2006-10-28","SPIDER-MAN","AGB-BX3E-USA","1.0","08h","0AE3637Fh","256 Mbit","EEPROM_V125 (4Kbit)","",""
"2553","3 in 1 - Majesco's Sports Pack","GameBoy Advance","Majesco","USA","English","Sports","","Sir VG","3-in-1_Majesco's_Sports_Pack_USA_GBA-SirVG","svg-b3ne.zip","2006-10-30","3N1SPORTSPAK","AGB-B3NE-USA","1.0","54h","A91BEC73h","64 Mbit","No Save","",""
"2554","Marvel - Ultimate Alliance","GameBoy Advance","Activision","USA","English","Action","","Rising Sun","Marvel_Ultimate_Alliance_USA_GBA-RS","rs-muau.zip","2006-10-30","MV1 ALLIANCE","AGB-B4ME-USA","1.0","B5h","A74294DBh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2555","Open Season","GameBoy Advance","Ubi Soft","Europe","Multi 9","Action","","Rising Sun","Open_Season_Multi9_EUR_GBA-RS","rs-oseu.zip","2006-10-31","OPEN SEASON","AGB-BOAX-EUU","1.0","A7h","4C8F6FDCh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2556","Need for Speed Carbon - Own the City","GameBoy Advance","Electronic Arts","USA","Multi 5","Racing","","Rising Sun","Need_For_Speed_Carbon_Own_The_City_USA_GBA-RS","rs-nfsc.zip","2006-10-31","NFS CARBON","AGB-BN7E-USA","1.0","1Ah","F4C0D140h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2557","3 in 1 - Majesco's Rec Room Challenge","GameBoy Advance","Majesco","USa","English","Other","","Sir VG","3-in-1_Majesco's_Rec_Room_Challenge_USA_GBA-SirVG","svg-brqe.zip","2006-10-31","MAJESCOS3IN1","AGB-BRQE-USA","1.0","5Bh","AAFC9AFAh","32 Mbit","No Save","",""
"2558","Rebelstar - Tactical Command","GameBoy Advance","Atari","Europe","Multi 5","Strategy","","WRG","Rebelstar_Tactical_Command_EUR_GBA-WRG","wrg-rtce.zip","2006-11-01","REBELSTAR","AGB-BRLP-EUR","1.0","16h","E448C5D4h","32 Mbit","EEPROM_V124 (64Kbit)","",""
"2559","Juka and the Monophonic Menace","GameBoy Advance","Orbital Media","USA","Multi 3","Action","","Rising Sun","Juka_and_the_Monophonic_Menace_USA_GBA-RS","rs-juka.zip","2006-11-01","JUKA","AGB-BJKE-USA","1.0","82h","0C04A2F9h","128 Mbit","EEPROM_V124 (4Kbit)","",""
